,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
S5: 0.0-5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.634375,1.0,1.0,1.0,1.0,1.0,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.215625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.982348901098901,1.0343112879164595,0.9665746834732372,1.0,0.9907566465515825,1.0289389067524115,0.9709061191609387,1.001926782273603,0.9896146347294046,1.0,0.9907566465515825,1.0,0.9907566465515825,1.0,0.9907566465515825,1.066393232504486,0.9331553827177961,1.0,0.9907566465515825,1.0343112879164595,0.9665746834732372,1.0,0.9907566465515825,1.0289389067524115,0.9709061191609385,1.0642107955998978,0.9343405281697932,1.0,0.9907566465515825
S5: 5.0-10.0,1.0,1.0,1.0,1.0,1.0,1.0,0.953125,1.0,0.628125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.953125,1.0,0.6375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.953125,1.0,0.6375,1.0,0.071875,1.0,1.0,1.0,1.0,1.0,0.775,1.0,0.6375,1.0,1.0,1.0,1.0,1.0,1.0,0.953125,1.0,0.6375,1.0,1.0,1.0,1.0,1.0,0.621875,1.0,0.6375,1.0,1.0,1.0,1.0,0.953125,1.0,0.79375,1.0,1.0,1.0,1.0,0.75,0.790625,0.953125,0.953125,0.325,0.709375,0.6375,1.0,1.0,1.0,1.0,0.6375,0.6375,0.6375,0.6375,1.0,1.0,1.0,1.0,1.0,1.0,0.9171359890109891,1.0332836562344758,0.9405407226309495,1.0325142715313975,0.9410615426879955,1.114683815648446,0.8608489215941298,1.0473313192346425,0.9326186009282063,1.0325142715313975,0.9410615426879955,1.0650281618023554,0.9241434020691582,1.0198578082863448,0.9490181389367988,1.2213740458015265,0.8370358838639756,1.0494450050454087,0.9313234161760227,1.5138282387190682,0.7430775879750576,1.0325142715313975,0.9410615426879955,1.114683815648446,0.8608489215941298,1.091577013907111,0.9019988097389504,1.052898000506201,0.9291501872980618
S5: 10.0-15.0,1.0,1.0,1.0,1.0,1.0,0.996875,1.0,1.0,0.546875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996875,1.0,1.0,1.0,1.0,0.709375,1.0,1.0,1.0,1.0,0.996875,0.1375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996875,0.996875,0.996875,0.996875,0.996875,0.996875,0.996875,1.0,1.0,1.0,1.0,0.996875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9818681318681319,1.0363726955655208,0.9640450428243216,1.0002404424140419,0.9897397581577432,1.0231185440236104,0.9744907666069523,1.0713365954159155,0.9215224985297537,1.0002404424140419,0.9897397581577432,1.0002404424140419,0.9897397581577432,1.0031347962382446,0.9879967364523754,1.0716125708397732,0.9213754713973703,1.0002404424140419,0.9897397581577432,1.0363726955655208,0.9640450428243218,1.0002404424140419,0.9897397581577432,1.0231185440236104,0.9744907666069523,1.0004810004810005,0.9895991995729014,1.0002404424140419,0.9897397581577432
S5: 15.0-20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.703125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.396875,1.0,1.0,1.0,1.0,1.0,0.59375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9856456043956043,1.023370233702337,0.9775135420500501,1.0,0.9931358934943105,1.0486513738341317,0.9557475301875624,1.032258064516129,0.9706414366827355,1.0,0.9931358934943105,1.0,0.9931358934943105,1.0,0.9931358934943105,1.032258064516129,0.9706414366827355,1.0,0.9931358934943105,1.023370233702337,0.9775135420500499,1.0,0.9931358934943105,1.0486513738341317,0.9557475301875626,1.0,0.9931358934943105,1.0,0.9931358934943105
S5: 20.0-25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981456043956045,1.0053165780570323,0.9959478843166457,1.0,0.9992567502215388,1.0,0.9992567502215388,1.0077519379844961,0.9943898685633584,1.0,0.9992567502215388,1.0,0.9992567502215388,1.0,0.9992567502215388,1.0077519379844961,0.9943898685633582,1.0,0.9992567502215388,1.0053165780570323,0.9959478843166456,1.0,0.9992567502215388,1.0,0.9992567502215388,1.0,0.9992567502215388,1.0,0.9992567502215388
S5: 25.0-30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2625,1.0,1.0,1.0,1.0,1.0,0.740625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9882898351648352,1.0048309178743962,0.9908661995088917,1.0,0.9938676608779381,1.0601427115188584,0.9431392686655179,1.0203581064508218,0.980438750915285,1.0,0.9938676608779381,1.0,0.9938676608779381,1.0,0.9938676608779381,1.0208588957055216,0.9801443332718153,1.0,0.9938676608779381,1.0048309178743962,0.9908661995088914,1.0,0.9938676608779378,1.0601427115188584,0.9431392686655176,1.0004810004810005,0.9935757923895614,1.0,0.9938676608779378
S5: 30.0-35.0,1.0,1.0,1.0,1.0,1.0,0.946875,1.0,1.0,0.8125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8375,1.0,1.0,1.0,1.0,1.0,0.1375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.965625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.79375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9826923076923079,1.0188586823414156,0.9789278842866366,1.0,0.9908735885167703,1.0126582278481013,0.9827789727554296,1.0771620921802176,0.9230966344695989,1.0,0.9908735885167703,1.0,0.9908735885167703,1.0067763794772508,0.9867237842288594,1.0895756940806705,0.9126457811957923,1.0,0.9908735885167703,1.0173636585962338,0.9798359937431588,1.0,0.9908735885167703,1.0126582278481013,0.9827789727554296,1.0216110019646365,0.9808824397213047,1.0,0.9908735885167703
S5: 35.0-40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.071875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.475,1.0,1.0,1.0,1.0,1.0,0.353125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.946875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9702609890109892,1.0987849973586898,0.9026862560430905,1.0,0.984197408862855,1.0420841683366733,0.9532063720537954,1.0523652921831521,0.9429194377407074,1.0,0.984197408862855,1.0,0.984197408862855,1.0444388651770022,0.9685186060473797,1.056910569105691,0.9403765318321444,1.0,0.9841974088628549,1.1055009301089556,0.88612802427574,1.0,0.9841974088628549,1.0420841683366733,0.9532063720537954,1.0041033067825247,0.981722278084128,1.0,0.9841974088628549
S5: 40.0-45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.73125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.184375,1.0,1.0,1.0,1.0,1.0,0.603125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9804945054945055,1.0211094747177223,0.975842210239339,1.0,0.9898143291556195,1.0669402410874584,0.929054775516477,1.0314902058021325,0.9681581330891701,1.0,0.9898143291556195,1.0,0.9898143291556195,1.0,0.9898143291556195,1.0561056105610562,0.9527212897401655,1.0,0.9898143291556195,1.0211094747177223,0.9758422102393388,1.0,0.9898143291556195,1.0669402410874584,0.929054775516477,1.0231185440236104,0.9745951531239245,1.0,0.9898143291556195
S5: 45.0-50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.990625,1.0,1.0,1.0,1.0,1.0,0.90625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9962568681318683,1.0009624639076034,0.997857946488408,1.0,0.9984480188333499,1.0007216742843397,0.9980059292835431,1.0072639225181599,0.9939293033033294,1.0,0.9984480188333498,1.0,0.9984480188333498,1.0,0.9984480188333498,1.0251355347461804,0.9824420984966405,1.0,0.9984480188333499,1.0009624639076034,0.997857946488408,1.0,0.9984480188333499,1.0007216742843397,0.9980059292835429,1.0176125244618395,0.9869945246283525,1.0,0.9984480188333499
