,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
S46: 0.0-5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95625,1.0,1.0,1.0,1.0,1.0,1.0,0.89375,1.0,1.0,1.0,0.978125,1.0,1.0,1.0,1.0,1.0,1.0,0.396875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.065625,1.0,1.0,1.0,1.0,1.0,0.80625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.979052197802198,1.0,0.9872952353136446,1.0,0.9872952353136446,1.0116731517509727,0.9800320454551343,1.0505050505050506,0.9488995527817092,1.0033767486734202,0.985214841843223,1.001926782273603,0.9861408610902223,1.0,0.9872952353136446,1.0774410774410774,0.9031532965516894,1.0,0.9872952353136446,1.0151293313811616,0.977526247080967,1.0151293313811616,0.977526247080967,1.0082404265632574,0.9821194127700423,1.048915784165406,0.9497884003307734,1.0774410774410774,0.9031532965516894
S46: 5.0-10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.990625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2875,1.0,1.0,1.0,0.859375,1.0,1.0,1.0,1.0,1.0,1.0,0.8125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.81875,1.0,1.0,1.0,1.0,1.0,0.921875,1.0,1.0,1.0,1.0,1.0,0.234375,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96510989010989,1.0007216742843397,0.9834169594508705,1.0,0.9838590490006777,1.0912906610703044,0.9372348401491363,1.0258939580764488,0.9675233977120419,1.0867293625914316,0.9423449415027718,1.0109356014580801,0.9769540941063058,1.0203581064508218,0.9714545053106366,1.0785584651283382,0.9211512112177818,1.0007216742843397,0.9834169594508705,1.0048309178743962,0.9808575876316309,1.0048309178743962,0.9808575876316309,1.118279569892473,0.8943966552191502,1.0146341463414634,0.9744705865954546,1.069408740359897,0.9264727839247016
S46: 10.0-15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.546875,1.0,1.0,1.0,0.30625,1.0,1.0,1.0,1.0,1.0,1.0,0.8625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.990625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.209375,1.0,1.0,1.0,1.0,1.0,0.659375,1.0,1.0,1.0,1.0,1.0,0.690625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9699519230769232,1.0,0.9844702419268248,1.0,0.9844702419268248,1.0361145703611456,0.958777980662905,1.0683102208525939,0.9319190984518871,1.0007216742843397,0.9840354763308081,1.0563737938039615,0.9387039645955002,1.0953133228014744,0.9103007303281208,1.0924369747899159,0.9122100007209625,1.0,0.984470241926825,1.0,0.984470241926825,1.0,0.984470241926825,1.036889332003988,0.958335891113098,1.010689990281827,0.9778864237803025,1.0526315789473684,0.9512151430943632
S46: 15.0-20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.034375,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9875,1.0,1.0,1.0,1.0,1.0,0.953125,1.0,1.0,1.0,1.0,1.0,0.521875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9741758241758243,1.0,0.9850598857010726,1.0,0.9850598857010726,1.098494850805387,0.8804653362792835,1.038442336495257,0.9573483878051017,1.0953133228014744,0.889538466630086,1.0,0.9850598857010726,1.0009624639076034,0.9844706649755869,1.0036188178528347,0.9828218559555413,1.0,0.9850598857010724,1.038183179435987,0.9575754708636405,1.038183179435987,0.9575754708636405,1.0289389067524115,0.9746008891314554,1.038442336495257,0.9573483878051017,1.0045882637044192,0.9822317836105995
S46: 20.0-25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.775,1.0,1.0,1.0,1.0,0.590625,1.0,1.0,1.0,1.0,1.0,1.0,0.3625,1.0,1.0,1.0,0.86875,1.0,1.0,1.0,1.0,1.0,1.0,0.59375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.065625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9619505494505497,1.0058027079303675,0.9764652393184494,1.0176125244618395,0.9688008864088155,1.1025708984892657,0.9205742834334637,1.0431293881644934,0.9512207321206656,1.1310494834148994,0.8769036612191591,1.010199125789218,0.9737151889322403,1.0,0.9800828882663902,1.0,0.9800828882663902,1.0058027079303675,0.9764652393184494,1.038442336495257,0.9525765933195339,1.0574478901881037,0.9410893885128447,1.137544435329505,0.8591351168231555,1.032258064516129,0.9576821252669441,1.0,0.9800828882663902
S46: 25.0-30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.990625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.975,1.0,1.0,1.0,1.0,0.4125,1.0,1.0,1.0,1.0,1.0,1.0,0.56875,1.0,1.0,1.0,0.796875,1.0,1.0,1.0,1.0,1.0,1.0,0.46875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.134375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.962706043956044,1.0007216742843397,0.9794642299395275,1.001926782273603,0.9787583245387879,1.0870133263652992,0.9226372229588277,1.0598726114649681,0.9383594000453545,1.1258457374830853,0.8780268647541629,1.0158730158730158,0.9698351770790327,1.0,0.9799063194893349,1.0,0.9799063194893349,1.0007216742843397,0.9794642299395278,1.0585241730279897,0.9313157627353288,1.0606833248342682,0.9301306172833319,1.1128945960406633,0.8898906639675354,1.0426065162907268,0.9486391197186622,1.0,0.9799063194893349
S46: 30.0-35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6625,1.0,1.0,1.0,1.0,0.803125,1.0,1.0,1.0,1.0,1.0,1.0,0.259375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.140625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.571875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9679945054945056,1.0,0.9827605497920016,1.0266535044422507,0.9648948785793814,1.077720207253886,0.9229482045657016,1.0707850707850708,0.9150711973996004,1.0505050505050506,0.9500679961714231,1.0,0.9827605497920016,1.0,0.9827605497920016,1.0,0.9827605497920016,1.0,0.9827605497920016,1.0276679841897234,0.9641167561664549,1.0558375634517767,0.9460311626659189,1.0987849973586898,0.9089186401921776,1.0707850707850708,0.9150711973996005,1.0,0.9827605497920016
S46: 35.0-40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.884375,1.0,1.0,1.0,1.0,0.2875,1.0,1.0,1.0,1.0,1.0,1.0,0.6625,1.0,1.0,1.0,0.98125,1.0,1.0,1.0,1.0,1.0,1.0,0.840625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978125,1.0,1.0,1.0,1.0,1.0,0.725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9782967032967034,1.0036188178528347,0.9874713768176283,1.008974048023284,0.9841031142454714,1.087866108786611,0.9248170385952843,1.0138922739458933,0.9808983309624449,1.0833333333333333,0.9278351696906187,1.0014443909484834,0.9888278148456061,1.0,0.9897102581826156,1.0016855285335902,0.9886743556353172,1.0036188178528347,0.9874713768176283,1.0216110019646365,0.9754274251548748,1.0309789343246591,0.9697679832876097,1.0505050505050506,0.9576978624737046,1.0124117790216598,0.9817853081437405,1.0016855285335902,0.988674355635317
S46: 40.0-45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.540625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.846875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.559375,1.0,1.0,1.0,0.36875,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.765625,1.0,1.0,1.0,1.0,1.0,0.4375,1.0,1.0,1.0,1.0,1.0,0.884375,1.0,1.0,1.0,1.0,1.0,0.103125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9518200549450551,1.0366309494144033,0.9491825950843101,1.0158730158730158,0.9680896907892019,1.0441767068273093,0.9511910458643397,1.0563737938039615,0.9325022259292323,1.0636665814369726,0.9325705066576094,1.0510358767054067,0.9355036872982788,1.0653008962868118,0.9297653179639267,1.0276679841897234,0.9580722905497632,1.0366309494144033,0.9491825950843099,1.0785584651283382,0.9007976731164495,1.087866108786611,0.8931972292797017,1.0932982917214191,0.9077429852238849,1.0048309178743962,0.9723989338639223,1.0550342378899316,0.9361175337561082
S46: 45.0-50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.896875,1.0,1.0,1.0,1.0,1.0,1.0,0.08125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.209375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.234375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.421875,1.0,1.0,1.0,1.0,1.0,0.421875,1.0,1.0,1.0,1.0,1.0,0.20625,1.0,1.0,1.0,1.0,1.0,0.675,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9402815934065933,1.0,0.9689215811108169,1.0,0.9689215811108169,1.1406635590896628,0.8870738299234299,1.0647555669311493,0.9116372385424756,1.1255411255411254,0.9129426520392483,1.0,0.9689215811108169,1.0976253298153034,0.9015050505606277,1.1179790378930394,0.879058404760259,1.0,0.9689215811108169,1.0256410256410255,0.9516043828557205,1.0256410256410255,0.9516043828557205,1.148853907760287,0.8380226291343874,1.0647555669311493,0.9116372385424756,1.1179790378930394,0.8790584047602591
