,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
S41: 0.0-5.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,0.978125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,0.78125,1.0,1.0,1.0,1.0,1.0,0.28125,1.0,0.9375,1.0,1.0,1.0,1.0,0.0625,1.0,1.0,1.0,0.18125,0.9375,1.0,1.0,1.0,1.0,1.0,0.784375,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,0.278125,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,0.4625,1.0,0.5125,0.9375,0.9375,0.9375,0.9375,0.9375,0.934375,1.0,1.0,1.0,1.0,1.0,0.678125,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9345467032967032,1.0065327849020083,0.9612262569165271,1.0221130221130221,0.9511824810982134,1.1523545706371192,0.835043450013903,1.1052072263549415,0.8921739901125071,1.1307420494699647,0.8709936677271752,1.1225040474905559,0.8712564990462031,1.1055009301089556,0.903339840433239,1.066393232504486,0.9208416392382628,1.0065327849020083,0.961226256916527,1.0271604938271606,0.9481925107447546,1.0097087378640777,0.9592897769859727,1.1526738708783597,0.8347012751428105,1.0793980280228335,0.9213127796498458,1.0307234886025767,0.9453226987655935
S41: 5.0-10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.559375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9375,1.0,1.0,1.0,1.0,1.0,0.409375,1.0,1.0,1.0,1.0,1.0,1.0,0.79375,1.0,1.0,0.86875,0.275,1.0,1.0,1.0,1.0,1.0,1.0,0.8625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.590625,1.0,0.49375,1.0,1.0,1.0,1.0,1.0,0.946875,1.0,1.0,1.0,1.0,1.0,0.990625,1.0,1.0,1.0,1.0,1.0,0.696875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.949210164835165,1.0350833540681763,0.9504912282982833,1.0048309178743962,0.9723482359550146,1.0844629822732013,0.9307447220322391,1.0827693909422176,0.9144049630974049,1.1356811356811356,0.8721364527568426,1.0956017908875428,0.9045061455889728,1.0449635769907057,0.9432714435805281,1.0413016270337923,0.9453722599392835,1.0350833540681763,0.9504912282982835,1.0289389067524115,0.9563532128049195,1.0238739847403395,0.9593546741739658,1.1066773077946264,0.9040736068880215,1.0439146800501882,0.9468613934389728,1.0048309178743962,0.9723912103276147
S41: 10.0-15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.709375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4375,1.0,1.0,1.0,1.0,1.0,0.071875,1.0,1.0,1.0,1.0,1.0,1.0,0.265625,1.0,1.0,0.996875,0.60625,1.0,1.0,1.0,1.0,1.0,1.0,0.053125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.253125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.828125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.909375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.603125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9402815934065937,1.0228669781165478,0.9503403800057985,1.0452261306532664,0.9321047908879202,1.1466372657111357,0.8389648913588718,1.1152815013404827,0.8575510777180576,1.148219707424786,0.8373882110335001,1.0598726114649681,0.9370953454159243,1.0070200919874122,0.9611965213488,1.0,0.9655922616771219,1.0228669781165478,0.9503403800057983,1.0796781728523228,0.9102309275041615,1.0314902058021325,0.9441973419572631,1.1285946825827455,0.8695361580175412,1.1099252934898611,0.870759295826031,1.0070200919874122,0.9611965213488001
S41: 15.0-20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.790625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.990625,1.0,1.0,1.0,0.871875,0.359375,1.0,1.0,1.0,1.0,1.0,0.225,1.0,1.0,1.0,0.871875,1.0,1.0,0.29375,1.0,1.0,1.0,0.909375,0.99375,0.9875,0.871875,1.0,1.0,1.0,0.175,1.0,1.0,1.0,1.0,0.871875,1.0,0.96875,0.6625,1.0,1.0,1.0,1.0,0.871875,1.0,1.0,1.0,1.0,1.0,0.96875,0.871875,1.0,1.0,1.0,1.0,1.0,0.871875,1.0,1.0,1.0,1.0,0.828125,0.871875,0.871875,0.871875,0.871875,0.871875,0.765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9366758241758243,1.0163694111898363,0.9590733459966694,1.0636665814369726,0.9226750195906629,1.1412894375857339,0.8642189257816264,1.0890052356020943,0.8965321759199,1.1231101511879051,0.8913147635368261,1.017114914425428,0.9590202176692881,1.0129047966885805,0.9614593807232686,1.0271604938271606,0.9526577689462868,1.1552346570397114,0.8871669005224655,1.08361552487627,0.9111875000279087,1.0312345066931086,0.9502110980233636,1.1125969510564322,0.9010430333076206,1.0791180285343709,0.901763742984301,1.0236220472440944,0.954689689320372
S41: 20.0-25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996875,1.0,1.0,1.0,0.690625,0.453125,1.0,1.0,1.0,1.0,1.0,0.19375,1.0,1.0,1.0,0.690625,1.0,1.0,0.634375,1.0,1.0,0.96875,0.621875,1.0,1.0,0.690625,1.0,1.0,1.0,0.115625,1.0,1.0,1.0,1.0,0.690625,1.0,0.946875,0.5625,1.0,1.0,1.0,1.0,0.690625,1.0,1.0,1.0,0.9375,1.0,0.859375,0.690625,1.0,1.0,1.0,1.0,0.603125,0.690625,1.0,1.0,1.0,1.0,0.85625,0.690625,0.690625,0.690625,0.690625,0.690625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9046703296703297,1.041041041041041,0.9283923360624501,1.0707850707850708,0.9082812123555387,1.1285946825827455,0.864819582265335,1.1406635590896628,0.8491845120681674,1.1444291609353507,0.8562227814862998,1.0788381742738589,0.918429471661535,1.0696837233221907,0.9124474874106807,1.0478589420654911,0.9269179359048451,1.4814814814814814,0.748775006578497,1.0705095213587235,0.9084169961111969,1.0286844708209695,0.9381185309249671,1.0935856992639328,0.8988438807916657,1.1261505143475907,0.867836188481846,1.0699588477366255,0.912288005511048
S41: 25.0-30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.465625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98125,1.0,1.0,1.0,0.859375,0.51875,1.0,1.0,1.0,1.0,1.0,0.340625,0.98125,1.0,1.0,0.859375,1.0,1.0,0.665625,1.0,1.0,1.0,0.68125,0.953125,0.996875,0.859375,1.0,1.0,1.0,0.38125,0.996875,1.0,1.0,1.0,0.859375,1.0,0.95625,0.05625,1.0,1.0,1.0,1.0,0.859375,1.0,1.0,1.0,1.0,1.0,0.990625,0.859375,1.0,1.0,1.0,1.0,0.85625,0.859375,1.0,1.0,1.0,1.0,0.953125,0.859375,0.859375,0.859375,0.859375,0.859375,0.546875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92709478021978,1.0428678866883931,0.9347298449402169,1.0518331226295827,0.9304836256057154,1.1228070175438596,0.9012045172793675,1.0953133228014744,0.9010909564100504,1.161362367392518,0.8308391251314534,1.038183179435987,0.9411093887063339,1.0269069365588743,0.9486820492532768,1.015625,0.9554982600396562,1.20614670919107,0.8557994684422879,1.090146750524109,0.9058471103451787,1.0515672396359959,0.9314070234548549,1.149171270718232,0.8580684052540053,1.0620372734235384,0.9203406094356262,1.0264001973846533,0.9488989399912564
S41: 30.0-35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.909375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.478125,1.0,1.0,1.0,1.0,1.0,0.103125,1.0,1.0,1.0,1.0,1.0,1.0,0.65,1.0,1.0,1.0,0.76875,1.0,1.0,1.0,1.0,1.0,1.0,0.525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.665625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9630494505494506,1.0070200919874122,0.9763833301359773,1.0418231905835211,0.9500641999668505,1.106088806168572,0.8892159190053922,1.0574478901881037,0.9418924490924163,1.1131924003211133,0.8843241124012163,1.0181106216348506,0.9691506855906855,1.0264001973846533,0.9628864757853557,1.0,0.9807790704642994,1.0070200919874122,0.9763833301359776,1.0449635769907057,0.9482788733279792,1.0028929604628736,0.9790291334300887,1.0633946830265848,0.9403528579972541,1.0379241516966067,0.9537288157980086,1.0264001973846533,0.9628864757853555
S41: 35.0-40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.61875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996875,1.0,1.0,1.0,0.73125,0.7375,1.0,1.0,1.0,1.0,1.0,0.625,1.0,1.0,1.0,0.73125,1.0,1.0,0.25625,1.0,1.0,1.0,0.86875,1.0,0.996875,0.73125,1.0,1.0,1.0,0.4125,1.0,1.0,1.0,1.0,0.73125,1.0,0.93125,0.86875,1.0,1.0,1.0,1.0,0.73125,1.0,1.0,1.0,0.9625,1.0,0.9,0.73125,1.0,1.0,1.0,1.0,0.559375,0.73125,1.0,1.0,1.0,1.0,0.80625,0.73125,0.73125,0.73125,0.73125,0.73125,0.990625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.926442307692308,1.030212976721149,0.947918968845596,1.0428678866883931,0.9406041059947441,1.1194833153928956,0.8844408008895319,1.0824876398646892,0.9123973967212462,1.0696837233221907,0.9252801226214794,1.0348258706467661,0.9462109823432303,1.066393232504486,0.9251926955417085,1.045488816285499,0.9398538255605854,1.383898868928809,0.7916372450894181,1.0433910208176573,0.9403122009945571,1.027414176339837,0.9504945417791963,1.0964681075382183,0.8981591471641541,1.0738255033557047,0.9171359402335151,1.07465771118574,0.9203749840542966
S41: 40.0-45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.534375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.21875,1.0,1.0,1.0,1.0,1.0,0.215625,1.0,1.0,1.0,1.0,1.0,1.0,0.8125,1.0,1.0,0.921875,0.409375,1.0,1.0,1.0,1.0,1.0,1.0,0.10625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.346875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9340659340659341,1.0371478434305659,0.9385973367112268,1.0639386189258313,0.9092051241651851,1.1037410453701249,0.9014521641767093,1.1366120218579234,0.8542478138120314,1.1319727891156464,0.8655437819934872,1.090146750524109,0.9125751265006476,1.0644831115660185,0.908312602705252,1.0,0.9651823776334526,1.0371478434305659,0.9385973367112269,1.0677618069815193,0.9071177568502771,1.0033767486734202,0.9631704334338426,1.091577013907111,0.9159387680767054,1.1185802635116968,0.8747477924761909,1.0644831115660185,0.908312602705252
S41: 45.0-50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.690625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984375,0.23125,0.984375,1.0,1.0,1.0,1.0,0.2375,1.0,1.0,1.0,0.984375,1.0,1.0,0.309375,1.0,1.0,0.915625,0.365625,1.0,1.0,0.984375,1.0,1.0,1.0,0.278125,1.0,1.0,1.0,1.0,0.984375,1.0,0.990625,0.328125,1.0,1.0,1.0,1.0,0.984375,1.0,1.0,1.0,0.5875,1.0,1.0,0.984375,1.0,1.0,1.0,1.0,0.3625,0.984375,1.0,1.0,1.0,1.0,0.984375,0.984375,0.984375,0.984375,0.984375,0.984375,0.515625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9269917582417583,1.0243782319625707,0.946517592342885,1.0867293625914316,0.9079325518950248,1.127371273712737,0.8668736006909233,1.1261505143475907,0.871789556037773,1.1347517730496453,0.8646114508108018,1.0890052356020943,0.9015171721846306,1.052898000506201,0.9216536846384847,1.002409638554217,0.9613489089464345,1.039740064983754,0.9380449991108238,1.108151305274374,0.8807650028507925,1.062308478038815,0.9340271304909273,1.1185802635116968,0.8767704231083447,1.0970464135021096,0.892760645188163,1.0542321338063863,0.9209160180135996
