,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
S35: 0.0-5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.640625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9926854395604395,1.0166177908113392,0.9860418201658928,1.0,0.9968362928907251,1.0,0.9968362928907251,1.0072639225181599,0.9922838667590125,1.0284301606922126,0.9773824135452446,1.0,0.9968362928907251,1.0,0.9968362928907251,1.0,0.9968362928907251,1.0166177908113392,0.9860418201658928,1.0,0.9968362928907251,1.0,0.9968362928907251,1.0284301606922126,0.9773824135452444,1.0072639225181599,0.9922838667590128,1.0,0.9968362928907251
S35: 5.0-10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990384615384614,1.0033767486734202,0.9975331113551087,1.0,0.9996204786700167,1.0,0.9996204786700167,1.0,0.9996204786700167,1.0033767486734202,0.9975331113551085,1.0,0.9996204786700167,1.0,0.9996204786700167,1.0,0.9996204786700167,1.0033767486734202,0.9975331113551087,1.0,0.9996204786700167,1.0,0.9996204786700167,1.0033767486734202,0.9975331113551089,1.0,0.9996204786700167,1.0,0.9996204786700167
S35: 10.0-15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9991071428571427,1.0,0.9996429249038936,1.0,0.9996429249038936,1.0062893081761006,0.9957150988467222,1.0,0.9996429249038936,1.0,0.9996429249038936,1.0,0.9996429249038936,1.0,0.9996429249038936,1.0,0.9996429249038936,1.0,0.9996429249038936,1.0,0.9996429249038936,1.0,0.9996429249038936,1.0062893081761006,0.9957150988467219,1.0,0.9996429249038936,1.0,0.9996429249038936
S35: 15.0-20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993543956043956,1.0473313192346425,0.9606773502272177,1.0,0.9967231125189349,1.0,0.9967231125189349,1.0,0.9967231125189349,1.0,0.9967231125189349,1.0,0.9967231125189349,1.0,0.9967231125189349,1.0,0.9967231125189349,1.0473313192346425,0.9606773502272176,1.0,0.9967231125189349,1.0,0.9967231125189349,1.0,0.9967231125189349,1.0,0.9967231125189349,1.0,0.9967231125189349
S35: 20.0-25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.965625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9996222527472528,1.002651241262955,0.9982165856886829,1.0,0.9998513821407236,1.0,0.9998513821407236,1.0,0.9998513821407236,1.0,0.9998513821407236,1.0,0.9998513821407236,1.0,0.9998513821407236,1.0,0.9998513821407236,1.002651241262955,0.9982165856886827,1.0,0.9998513821407236,1.0,0.9998513821407236,1.0,0.9998513821407236,1.0,0.9998513821407236,1.0,0.9998513821407236
S35: 25.0-30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
S35: 30.0-35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
S35: 35.0-40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
S35: 40.0-45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.978125,0.915625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.878125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9970810439560441,1.0,0.9988287498724713,1.0,0.9988287498724713,1.0,0.9988287498724713,1.0082404265632574,0.993720823986986,1.0094637223974763,0.9928536626432529,1.0028929604628736,0.9970481227518834,1.0,0.9988287498724713,1.0,0.9988287498724713,1.0,0.9988287498724713,1.0,0.9988287498724713,1.0,0.9988287498724713,1.0111813320369472,0.9918204869039539,1.0094637223974763,0.9929674072339338,1.0,0.9988287498724713
S35: 45.0-50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.703125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9967376373626373,1.023370233702337,0.9829574347880794,1.0,0.99857978623234,1.0,0.99857978623234,1.0,0.99857978623234,1.0,0.99857978623234,1.0,0.99857978623234,1.0,0.99857978623234,1.0,0.99857978623234,1.023370233702337,0.9829574347880794,1.0,0.99857978623234,1.0,0.99857978623234,1.0,0.99857978623234,1.0,0.99857978623234,1.0,0.99857978623234
