,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
S38: 0.0-5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.071875,1.0,1.0,1.0,1.0,1.0,1.0,0.99375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.765625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.940625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.771875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9839972527472528,1.0,0.9900721383197314,1.0,0.9900721383197314,1.0774410774410774,0.9075542759048337,1.018359853121175,0.978060480660285,1.0822060353798129,0.9050004222935099,1.0,0.9900721383197314,1.0,0.9900721383197314,1.0,0.9900721383197314,1.0,0.9900721383197314,1.0178615121115733,0.9784105881661268,1.0178615121115733,0.9784105881661268,1.0050736892969316,0.98709658642168,1.018359853121175,0.978060480660285,1.0,0.9900721383197314
S38: 5.0-10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.659375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9803228021978021,1.0,0.9882091222092572,1.0,0.9882091222092572,1.0760475944128298,0.9082644437397054,1.0269069365588743,0.9699299220143164,1.0760475944128298,0.9082644437397054,1.0,0.9882091222092572,1.0426065162907268,0.9567333451755788,1.0,0.9882091222092572,1.0,0.9882091222092572,1.0,0.9882091222092572,1.0,0.9882091222092572,1.0,0.9882091222092572,1.0269069365588743,0.9699299220143164,1.0426065162907268,0.956733345175579
S38: 10.0-15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64375,1.0,1.0,1.0,1.0,1.0,1.0,0.940625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9885645604395605,1.0,0.9944151500511177,1.0,0.9944151500511177,1.0330270672957538,0.9723457129855405,1.0505050505050506,0.9550865941112554,1.028175976272862,0.9751939842403338,1.0,0.9944151500511177,1.0,0.9944151500511177,1.0,0.9944151500511177,1.0,0.9944151500511177,1.0,0.9944151500511177,1.0,0.9944151500511177,1.0045882637044192,0.9916022352285905,1.0505050505050506,0.9550865941112556,1.0,0.9944151500511177
S38: 15.0-20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.725,1.0,1.0,1.0,1.0,1.0,1.0,0.825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.59375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.971875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.621875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.982760989010989,1.0053165780570323,0.9891391724495898,1.0,0.992448038354483,1.0358565737051793,0.9694536725576622,1.032258064516129,0.9699535815429083,1.0238739847403395,0.9768782469575594,1.0,0.992448038354483,1.018609206660137,0.9802606121076798,1.0,0.992448038354483,1.0053165780570323,0.98913917244959,1.029957910373855,0.9717963297617512,1.029957910373855,0.9717963297617512,1.0158730158730158,0.9824540959220618,1.032258064516129,0.9699535815429081,1.018609206660137,0.98026061210768
S38: 20.0-25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4875,1.0,1.0,1.0,1.0,1.0,1.0,0.9875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9834478021978023,1.0,0.9909150477237519,1.0,0.9909150477237519,1.0420841683366733,0.9603022335562897,1.0672139558748075,0.9296994269262677,1.041041041041041,0.9608923059012318,1.0,0.9909150477237519,1.0,0.9909150477237519,1.0,0.9909150477237519,1.0,0.9909150477237519,1.0126582278481013,0.9828204319624112,1.0126582278481013,0.9828204319624112,1.0009624639076034,0.990336399691252,1.0672139558748075,0.9296994269262677,1.0,0.9909150477237519
S38: 25.0-30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.096875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.953125,1.0,1.0,1.0,1.0,1.0,0.359375,1.0,1.0,1.0,1.0,1.0,1.0,0.20625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.621875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.165625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9508241758241759,1.07465771118574,0.89379575056791,1.0036188178528347,0.9679050511842462,1.1255411255411254,0.8767017534933097,1.029957910373855,0.9494004648913432,1.1322808927599348,0.8661681510245755,1.0,0.9700521734840751,1.0,0.9700521734840751,1.0,0.9700521734840751,1.07465771118574,0.89379575056791,1.072717895822589,0.9043267870345832,1.068584639095813,0.9065656683995709,1.1460055096418733,0.8492261950371329,1.029957910373855,0.9494004648913431,1.0,0.9700521734840751
S38: 30.0-35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.903125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.903125,1.0,1.0,1.0,1.0,1.0,1.0,0.828125,1.0,1.0,1.0,0.903125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.903125,1.0,1.0,1.0,0.771875,1.0,1.0,1.0,1.0,0.903125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.903125,1.0,1.0,1.0,1.0,1.0,0.965625,0.903125,1.0,1.0,1.0,1.0,0.746875,0.903125,1.0,1.0,1.0,1.0,1.0,0.903125,0.903125,0.903125,0.903125,0.903125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9786057692307694,1.0075078711552434,0.9867179559994864,1.0075078711552434,0.9867179559994864,1.0211094747177223,0.9781767666129315,1.0256410256410255,0.9751260292171658,1.0211094747177223,0.9781767666129315,1.0075078711552434,0.9867179559994864,1.030468169432747,0.972111201385866,1.010199125789218,0.9851066972047194,1.1072664359861595,0.9313566438499888,1.0075078711552434,0.9867179559994864,1.0075078711552434,0.9867179559994864,1.0075078711552434,0.9867179559994864,1.0256410256410255,0.9751260292171658,1.0276679841897234,0.9737362375539945
S38: 35.0-40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94375,1.0,1.0,1.0,1.0,1.0,0.534375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.771875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9917582417582418,1.0,0.9962779989878868,1.0043457267020763,0.9935825789304727,1.0371478434305659,0.969692958065661,1.0178615121115733,0.9846164488342822,1.0371478434305659,0.9696929580656609,1.0,0.9962779989878868,1.0,0.9962779989878868,1.0,0.9962779989878868,1.0,0.9962779989878868,1.0043457267020763,0.9935825789304726,1.0,0.9962779989878868,1.0,0.9962779989878868,1.0178615121115733,0.9846164488342825,1.0,0.996277998987887
S38: 40.0-45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90625,1.0,1.0,1.0,1.0,1.0,0.95625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9945741758241757,1.0,0.9976457894827573,1.0072639225181599,0.9930933633510447,1.0033767486734202,0.9955584221678493,1.028175976272862,0.9783892672397067,1.0033767486734202,0.9955584221678492,1.0,0.9976457894827573,1.0,0.9976457894827573,1.0,0.9976457894827573,1.0,0.9976457894827573,1.0072639225181599,0.9930933633510449,1.0,0.9976457894827573,1.0,0.9976457894827573,1.028175976272862,0.978389267239707,1.0,0.9976457894827573
S38: 45.0-50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.221875,1.0,1.0,1.0,1.0,1.0,0.246875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.974107142857143,1.0,0.9845135945457042,1.0636665814369726,0.9288636394496849,1.0614952794080124,0.9319568180874481,1.0677618069815193,0.9223698661027259,1.0614952794080124,0.9319568180874481,1.0,0.9845135945457042,1.0,0.9845135945457042,1.0,0.9845135945457042,1.0,0.9845135945457042,1.0636665814369726,0.9288636394496851,1.0,0.9845135945457042,1.0,0.9845135945457042,1.0677618069815193,0.9223698661027256,1.0,0.9845135945457042
