,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
S30: 0.0-5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.521875,1.0,1.0,1.0,1.0,1.0,0.996875,0.7875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,0.515625,1.0,1.0,1.0,1.0,1.0,0.5875,1.0,1.0,1.0,1.0,0.425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.972081043956044,1.0,0.9869364351141474,1.0058027079303675,0.9833187861662065,1.0,0.9869364351141474,1.0563737938039615,0.9487053693446313,1.0,0.9869364351141474,1.038183179435987,0.9596458737971938,1.0642107955998978,0.944429758533396,1.1099252934898611,0.9149784113987645,1.0741027627162405,0.9374865932494449,1.0,0.9869364351141474,1.0058027079303675,0.9833187861662066,1.0002404424140419,0.9867930087930693,1.0166177908113392,0.9763342337736464,1.0462776659959758,0.9528140440374094
S30: 5.0-10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.534375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.828125,1.0,1.0,1.0,1.0,1.0,1.0,0.978125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.921875,0.259375,1.0,1.0,1.0,1.0,1.0,0.871875,1.0,1.0,1.0,1.0,0.475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9765796703296704,1.0,0.9883304167090399,1.0371478434305659,0.9617453757868143,1.0,0.9883304167090399,1.0151293313811616,0.9787077625501376,1.0,0.9883304167090399,1.0133982947624847,0.9797436650974359,1.0672139558748075,0.9338865727309047,1.0596026490066224,0.9478093079652472,1.0716125708397732,0.9314093939217651,1.0,0.9883304167090399,1.0371478434305659,0.9617453757868142,1.0,0.9883304167090399,1.0016855285335902,0.9873002519846507,1.0420841683366733,0.9575406112168335
S30: 10.0-15.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.421875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.884375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.971875,0.509375,1.0,1.0,1.0,1.0,1.0,0.921875,1.0,1.0,1.0,1.0,0.603125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9814560439560441,1.0,0.9912458861355498,1.0465408805031446,0.9559894758791395,1.0,0.9912458861355498,1.008974048023284,0.9855864442682849,1.0,0.9912458861355498,1.008974048023284,0.9855864442682847,1.041562343515273,0.9616278190244864,1.0402600650162541,0.9644328555674982,1.0457516339869282,0.9592243393438112,1.0,0.99124588613555,1.0465408805031446,0.9559894758791396,1.0,0.99124588613555,1.0,0.99124588613555,1.0314902058021325,0.9694440378459936
S30: 15.0-20.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7375,1.0,1.0,1.0,1.0,1.0,0.959375,1.0,1.0,1.0,1.0,0.540625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9914148351648352,1.0,0.996129551218011,1.0,0.996129551218011,1.0,0.996129551218011,1.0014443909484834,0.9952425740367156,1.0,0.996129551218011,1.0014443909484834,0.9952425740367153,1.0206084396467123,0.9825353700922566,1.04,0.9681023761747906,1.0238739847403395,0.9806318136512334,1.0,0.996129551218011,1.0,0.996129551218011,1.0,0.996129551218011,1.0,0.996129551218011,1.0366309494144033,0.9700215708318624
S30: 20.0-25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.825,1.0,1.0,1.0,1.0,1.0,1.0,0.98125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996875,1.0,1.0,0.96875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.859375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9955357142857143,1.0,0.9981808708745893,1.0028929604628736,0.9963955442357177,1.0,0.9981808708745893,1.0151293313811616,0.9885405292005097,1.0,0.9981808708745893,1.0138922739458933,0.9892804513835701,1.002409638554217,0.9966962801902446,1.0109356014580801,0.9912336819911769,1.002409638554217,0.9966962801902446,1.0,0.9981808708745893,1.0028929604628736,0.9963955442357177,1.0,0.9981808708745893,1.0016855285335902,0.9971527561956341,1.0109356014580801,0.9912336819911769
S30: 25.0-30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.259375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9870535714285715,1.0,0.9931182104250931,1.0,0.9931182104250931,1.0,0.9931182104250931,1.0,0.9931182104250931,1.0,0.9931182104250931,1.0,0.9931182104250931,1.060412949273515,0.9420300644029087,1.0348258706467661,0.9685066711233011,1.060412949273515,0.9420300644029087,1.0,0.9931182104250931,1.0,0.9931182104250931,1.0,0.9931182104250931,1.0,0.9931182104250931,1.0348258706467661,0.9685066711233011
S30: 30.0-35.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83125,1.0,1.0,0.778125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.646875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9914148351648352,1.0,0.9963104933724994,1.0,0.9963104933724994,1.0,0.9963104933724994,1.0028929604628736,0.9945251667336279,1.0,0.9963104933724994,1.0131514856307842,0.9878843774189472,1.0173636585962338,0.9849971658701184,1.0279219174697307,0.9772506905647961,1.0173636585962338,0.9849971658701184,1.0,0.9963104933724992,1.0,0.9963104933724992,1.0028929604628736,0.9945251667336277,1.0131514856307842,0.9878843774189469,1.0279219174697307,0.9772506905647962
S30: 35.0-40.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20625,1.0,1.0,1.0,1.0,1.0,1.0,0.59375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8625,0.009375,1.0,1.0,1.0,1.0,1.0,0.775,1.0,1.0,1.0,1.0,0.990625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9687843406593406,1.0,0.9808908266979484,1.0,0.9808908266979484,1.0,0.9808908266979484,1.1016949152542372,0.9015300403947558,1.0,0.9808908266979484,1.0827693909422176,0.9240244972063306,1.102278749337573,0.8641400964762389,1.0358565737051793,0.9635033087359116,1.1031556616282152,0.8594390979013701,1.0,0.9808908266979484,1.0,0.9808908266979484,1.0,0.9808908266979484,1.048915784165406,0.9592330964515343,1.0007216742843397,0.9804539443840619
S30: 40.0-45.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.628125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9911744505494504,1.0,0.9961011082781033,1.0,0.9961011082781033,1.0,0.9961011082781033,1.0294481563969313,0.975851318969487,1.0,0.9961011082781033,1.0294481563969313,0.975851318969487,1.0072639225181599,0.991548682146391,1.0266535044422507,0.9780155147775673,1.0072639225181599,0.991548682146391,1.0,0.9961011082781033,1.0,0.9961011082781033,1.0,0.9961011082781033,1.0,0.9961011082781033,1.0266535044422507,0.9780155147775675
S30: 45.0-50.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.278125,1.0,1.0,1.0,1.0,1.0,1.0,0.4375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.759375,0.446875,1.0,1.0,1.0,1.0,1.0,0.76875,1.0,1.0,1.0,1.0,0.971875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.971188186813187,1.0,0.9871200485962663,1.0,0.9871200485962663,1.0,0.9871200485962663,1.1096292344625234,0.9052546958702984,1.0,0.9871200485962663,1.0838978634705576,0.9392211103233996,1.0650281618023554,0.942150060858626,1.04,0.9621962742369845,1.0642107955998978,0.942676916196273,1.0,0.9871200485962663,1.0,0.9871200485962663,1.0,0.9871200485962663,1.0696837233221907,0.9542258930389076,1.0021681522524692,0.9858061624777772
